"activity" "subject" "measure" "averagevalue"
"SITTING" 15 "tgravityaccmeanx" 0.947455723898305
"SITTING" 15 "tgravityaccmeany" -0.162490314661017
"SITTING" 15 "tgravityaccmeanz" -0.110021108591525
"SITTING" 15 "tgravityaccstdx" -0.980393794067797
"SITTING" 15 "tgravityaccstdy" -0.944528616949153
"SITTING" 15 "tgravityaccstdz" -0.943152513389831
"STANDING" 15 "fbodyaccjerkmeanx" -0.375395934750943
"STANDING" 15 "fbodyaccjerkmeany" -0.320732081571698
"STANDING" 15 "fbodyaccjerkmeanz" -0.433595438132075
"STANDING" 15 "fbodyaccjerkstdx" -0.328184315977358
"STANDING" 15 "fbodyaccjerkstdy" -0.259454721056604
"STANDING" 15 "fbodyaccjerkstdz" -0.480321314377358
"STANDING" 15 "fbodyaccmagmean" -0.1738591519
"STANDING" 15 "fbodyaccmagstd" -0.2963079231
"STANDING" 15 "fbodyaccmeanx" -0.248612665218868
"STANDING" 15 "fbodyaccmeany" -0.106200843719623
"STANDING" 15 "fbodyaccmeanz" -0.316661078415094
"STANDING" 15 "fbodyaccstdx" -0.159945141611698
"STANDING" 15 "fbodyaccstdy" -0.0331918277716981
"STANDING" 15 "fbodyaccstdz" -0.314453259075472
"STANDING" 15 "fbodybodyaccjerkmagmean" -0.266932859732075
"STANDING" 15 "fbodybodyaccjerkmagstd" -0.242537342943396
"STANDING" 15 "fbodybodygyrojerkmagmean" -0.484869527358491
"STANDING" 15 "fbodybodygyrojerkmagstd" -0.529340071132075
"STANDING" 15 "fbodybodygyromagmean" -0.364749273339623
"STANDING" 15 "fbodybodygyromagstd" -0.43779124245283
"STANDING" 15 "fbodygyromeanx" -0.362174379283019
"STANDING" 15 "fbodygyromeany" -0.33429486615283
"STANDING" 15 "fbodygyromeanz" -0.166974550641509
"STANDING" 15 "fbodygyrostdx" -0.546292918301887
"STANDING" 15 "fbodygyrostdy" -0.313275012603774
"STANDING" 15 "fbodygyrostdz" -0.223256801584906
"STANDING" 15 "tbodyaccjerkmagmean" -0.320109787264151
"STANDING" 15 "tbodyaccjerkmagstd" -0.25231291745283
"STANDING" 15 "tbodyaccjerkmeanx" 0.0772426358113208
"STANDING" 15 "tbodyaccjerkmeany" -0.00531758041943396
"STANDING" 15 "tbodyaccjerkmeanz" -0.013619456490566
"STANDING" 15 "tbodyaccjerkstdx" -0.321483184811321
"STANDING" 15 "tbodyaccjerkstdy" -0.267528533433962
"STANDING" 15 "tbodyaccjerkstdz" -0.457786918811321
"STANDING" 15 "tbodyaccmagmean" -0.106428642088679
"STANDING" 15 "tbodyaccmagstd" -0.168817511177358
"STANDING" 15 "tbodyaccmeanx" 0.278045849962264
"STANDING" 15 "tbodyaccmeany" -0.0201693854566038
"STANDING" 15 "tbodyaccmeanz" -0.103348472037736
"STANDING" 15 "tbodyaccstdx" -0.182697313258491
"STANDING" 15 "tbodyaccstdy" -0.0132556638264151
"STANDING" 15 "tbodyaccstdz" -0.275935389264151
"STANDING" 15 "tbodygyrojerkmagmean" -0.466451999622641
"STANDING" 15 "tbodygyrojerkmagstd" -0.487430606603774
"STANDING" 15 "tbodygyrojerkmeanx" -0.132239274719057
"STANDING" 15 "tbodygyrojerkmeany" -0.0232816352018868
"STANDING" 15 "tbodygyrojerkmeanz" -0.0573789749056604
"STANDING" 15 "tbodygyrojerkstdx" -0.452244617592453
"STANDING" 15 "tbodygyrojerkstdy" -0.490971064528302
"STANDING" 15 "tbodygyrojerkstdz" -0.385357914849057
"STANDING" 15 "tbodygyromagmean" -0.178649993792453
"STANDING" 15 "tbodygyromagstd" -0.339538565698113
"STANDING" 15 "tbodygyromeanx" 0.00462684113018868
"STANDING" 15 "tbodygyromeany" -0.121970174981132
"STANDING" 15 "tbodygyromeanz" 0.0826149388716981
"STANDING" 15 "tbodygyrostdx" -0.500703786603774
"STANDING" 15 "tbodygyrostdy" -0.316142464762075
"STANDING" 15 "tbodygyrostdz" -0.148184337728302
"STANDING" 15 "tgravityaccmagmean" -0.106428642088679
"STANDING" 15 "tgravityaccmagstd" -0.168817511177358
"STANDING" 15 "tgravityaccmeanx" 0.876471261886792
"STANDING" 15 "tgravityaccmeany" -0.292168843433962
"STANDING" 15 "tgravityaccmeanz" -0.0660753679128302
"STANDING" 15 "tgravityaccstdx" -0.960972454150943
"STANDING" 15 "tgravityaccstdy" -0.935628523962264
"STANDING" 15 "tgravityaccstdz" -0.924648699811321
"WALKING" 15 "fbodyaccjerkmeanx" -0.986080161481481
"WALKING" 15 "fbodyaccjerkmeany" -0.979604491666667
"WALKING" 15 "fbodyaccjerkmeanz" -0.979694724814815
"WALKING" 15 "fbodyaccjerkstdx" -0.98773477462963
"WALKING" 15 "fbodyaccjerkstdy" -0.98222272962963
"WALKING" 15 "fbodyaccjerkstdz" -0.98225038962963
"WALKING" 15 "fbodyaccmagmean" -0.968747401111111
"WALKING" 15 "fbodyaccmagstd" -0.966745885185185
"WALKING" 15 "fbodyaccmeanx" -0.981870025740741
"WALKING" 15 "fbodyaccmeany" -0.967627639814815
"WALKING" 15 "fbodyaccmeanz" -0.973355162777778
"WALKING" 15 "fbodyaccstdx" -0.97629985
"WALKING" 15 "fbodyaccstdy" -0.965076985
"WALKING" 15 "fbodyaccstdz" -0.965273482407407
"WALKING" 15 "fbodybodyaccjerkmagmean" -0.980820753518518
"WALKING" 15 "fbodybodyaccjerkmagstd" -0.980935002407407
"WALKING" 15 "fbodybodygyrojerkmagmean" -0.979770980185185
"WALKING" 15 "fbodybodygyrojerkmagstd" -0.980649927037037
"WALKING" 15 "fbodybodygyromagmean" -0.960951778703704
"WALKING" 15 "fbodybodygyromagstd" -0.953515095
"WALKING" 15 "fbodygyromeanx" -0.976747092592593
"WALKING" 15 "fbodygyromeany" -0.967280683888889
"WALKING" 15 "fbodygyromeanz" -0.971074520740741
"WALKING" 15 "fbodygyrostdx" -0.983744494259259
"WALKING" 15 "fbodygyrostdy" -0.958596710555556
"WALKING" 15 "fbodygyrostdz" -0.969928584259259
"WALKING" 15 "tbodyaccjerkmagmean" -0.984651907962963
"WALKING" 15 "tbodyaccjerkmagstd" -0.981273333888889
"WALKING" 15 "tbodyaccjerkmeanx" 0.0781050139074074
"WALKING" 15 "tbodyaccjerkmeany" 0.00683423818407407
"WALKING" 15 "tbodyaccjerkmeanz" -0.00531174342351852
"WALKING" 15 "tbodyaccjerkstdx" -0.98621590962963
"WALKING" 15 "tbodyaccjerkstdy" -0.980087183703704
"WALKING" 15 "tbodyaccjerkstdz" -0.98164775537037
"WALKING" 15 "tbodyaccmagmean" -0.967490110185185
"WALKING" 15 "tbodyaccmagstd" -0.964478559444444
"WALKING" 15 "tbodyaccmeanx" 0.275541483703704
"WALKING" 15 "tbodyaccmeany" -0.0158505873996296
"WALKING" 15 "tbodyaccmeanz" -0.106794835907407
"WALKING" 15 "tbodyaccstdx" -0.977696694814815
"WALKING" 15 "tbodyaccstdy" -0.964926602407407
"WALKING" 15 "tbodyaccstdz" -0.966985531481481
"WALKING" 15 "tbodygyrojerkmagmean" -0.98462967537037
"WALKING" 15 "tbodygyrojerkmagstd" -0.979589997592593
"WALKING" 15 "tbodygyrojerkmeanx" -0.100031145944444
"WALKING" 15 "tbodygyrojerkmeany" -0.0396681942777778
"WALKING" 15 "tbodygyrojerkmeanz" -0.0601780161666667
"WALKING" 15 "tbodygyrojerkstdx" -0.983195446111111
"WALKING" 15 "tbodygyrojerkstdy" -0.979789216851852
"WALKING" 15 "tbodygyrojerkstdz" -0.990013258703704
"WALKING" 15 "tbodygyromagmean" -0.946111650925926
"WALKING" 15 "tbodygyromagstd" -0.950908061111111
"WALKING" 15 "tbodygyromeanx" -0.0237690128518519
"WALKING" 15 "tbodygyromeany" -0.0850282282592593
"WALKING" 15 "tbodygyromeanz" 0.100746974944444
"WALKING" 15 "tbodygyrostdx" -0.981978283703704
"WALKING" 15 "tbodygyrostdy" -0.961190022407407
"WALKING" 15 "tbodygyrostdz" -0.967907483148148
"WALKING" 15 "tgravityaccmagmean" -0.967490110185185
"WALKING" 15 "tgravityaccmagstd" -0.964478559444444
"WALKING" 15 "tgravityaccmeanx" 0.223721780555556
"WALKING" 15 "tgravityaccmeany" 0.454710249
"WALKING" 15 "tgravityaccmeanz" 0.395390469340741
"WALKING" 15 "tgravityaccstdx" -0.975100001851852
"WALKING" 15 "tgravityaccstdy" -0.976674457962963
"WALKING" 15 "tgravityaccstdz" -0.975282444259259
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkmeanx" -0.869934022857143
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkmeany" -0.834424865238095
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkmeanz" -0.850025412380952
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkstdx" -0.861576571666667
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkstdy" -0.816806129523809
"WALKING_DOWNSTAIRS" 15 "fbodyaccjerkstdz" -0.846207847142857
"WALKING_DOWNSTAIRS" 15 "fbodyaccmagmean" -0.837012344285714
"WALKING_DOWNSTAIRS" 15 "fbodyaccmagstd" -0.862066312380952
"WALKING_DOWNSTAIRS" 15 "fbodyaccmeanx" -0.858062005714286
"WALKING_DOWNSTAIRS" 15 "fbodyaccmeany" -0.798226133571429
"WALKING_DOWNSTAIRS" 15 "fbodyaccmeanz" -0.817417616666667
"WALKING_DOWNSTAIRS" 15 "fbodyaccstdx" -0.832029451904762
"WALKING_DOWNSTAIRS" 15 "fbodyaccstdy" -0.785059546666667
"WALKING_DOWNSTAIRS" 15 "fbodyaccstdz" -0.797418595238095
"WALKING_DOWNSTAIRS" 15 "fbodybodyaccjerkmagmean" -0.848671527857143
"WALKING_DOWNSTAIRS" 15 "fbodybodyaccjerkmagstd" -0.82371072047619
"WALKING_DOWNSTAIRS" 15 "fbodybodygyrojerkmagmean" -0.888958121666667
"WALKING_DOWNSTAIRS" 15 "fbodybodygyrojerkmagstd" -0.881951353333333
"WALKING_DOWNSTAIRS" 15 "fbodybodygyromagmean" -0.870911564285714
"WALKING_DOWNSTAIRS" 15 "fbodybodygyromagstd" -0.903747600238095
"WALKING_DOWNSTAIRS" 15 "fbodygyromeanx" -0.870071541904762
"WALKING_DOWNSTAIRS" 15 "fbodygyromeany" -0.854901654285714
"WALKING_DOWNSTAIRS" 15 "fbodygyromeanz" -0.848055254285714
"WALKING_DOWNSTAIRS" 15 "fbodygyrostdx" -0.898161075952381
"WALKING_DOWNSTAIRS" 15 "fbodygyrostdy" -0.843978794047619
"WALKING_DOWNSTAIRS" 15 "fbodygyrostdz" -0.853588576666667
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkmagmean" -0.836253554047619
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkmagstd" -0.837181359047619
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkmeanx" 0.0964311458404762
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkmeany" 0.00493821641761905
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkmeanz" -0.0107259096564286
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkstdx" -0.859568275952381
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkstdy" -0.820052068571429
"WALKING_DOWNSTAIRS" 15 "tbodyaccjerkstdz" -0.848507111904762
"WALKING_DOWNSTAIRS" 15 "tbodyaccmagmean" -0.801326567142857
"WALKING_DOWNSTAIRS" 15 "tbodyaccmagstd" -0.837191238571429
"WALKING_DOWNSTAIRS" 15 "tbodyaccmeanx" 0.270534500119048
"WALKING_DOWNSTAIRS" 15 "tbodyaccmeany" -0.0182913649714286
"WALKING_DOWNSTAIRS" 15 "tbodyaccmeanz" -0.103530496833333
"WALKING_DOWNSTAIRS" 15 "tbodyaccstdx" -0.838974817380952
"WALKING_DOWNSTAIRS" 15 "tbodyaccstdy" -0.780538030714286
"WALKING_DOWNSTAIRS" 15 "tbodyaccstdz" -0.794348245238095
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkmagmean" -0.873672790238095
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkmagstd" -0.882280145952381
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkmeanx" -0.0957177479285714
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkmeany" -0.03594298045
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkmeanz" -0.0618521713619048
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkstdx" -0.881305323095238
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkstdy" -0.868028726904762
"WALKING_DOWNSTAIRS" 15 "tbodygyrojerkstdz" -0.890687837380952
"WALKING_DOWNSTAIRS" 15 "tbodygyromagmean" -0.828369788095238
"WALKING_DOWNSTAIRS" 15 "tbodygyromagstd" -0.876462476190476
"WALKING_DOWNSTAIRS" 15 "tbodygyromeanx" -0.0202857951404762
"WALKING_DOWNSTAIRS" 15 "tbodygyromeany" -0.0857074776190476
"WALKING_DOWNSTAIRS" 15 "tbodygyromeanz" 0.100409983809524
"WALKING_DOWNSTAIRS" 15 "tbodygyrostdx" -0.891205435952381
"WALKING_DOWNSTAIRS" 15 "tbodygyrostdy" -0.847178932142857
"WALKING_DOWNSTAIRS" 15 "tbodygyrostdz" -0.841161047142857
"WALKING_DOWNSTAIRS" 15 "tgravityaccmagmean" -0.801326567142857
"WALKING_DOWNSTAIRS" 15 "tgravityaccmagstd" -0.837191238571429
"WALKING_DOWNSTAIRS" 15 "tgravityaccmeanx" -0.0109380469047619
"WALKING_DOWNSTAIRS" 15 "tgravityaccmeany" 0.513854651452381
"WALKING_DOWNSTAIRS" 15 "tgravityaccmeanz" 0.474825587857143
"WALKING_DOWNSTAIRS" 15 "tgravityaccstdx" -0.960807819285714
"WALKING_DOWNSTAIRS" 15 "tgravityaccstdy" -0.98693298547619
"WALKING_DOWNSTAIRS" 15 "tgravityaccstdz" -0.971308201904762
"WALKING_UPSTAIRS" 15 "fbodyaccjerkmeanx" -0.593683622083333
"WALKING_UPSTAIRS" 15 "fbodyaccjerkmeany" -0.479577926354167
"WALKING_UPSTAIRS" 15 "fbodyaccjerkmeanz" -0.557447376145833
"WALKING_UPSTAIRS" 15 "fbodyaccjerkstdx" -0.598761153333333
"WALKING_UPSTAIRS" 15 "fbodyaccjerkstdy" -0.438092272479167
"WALKING_UPSTAIRS" 15 "fbodyaccjerkstdz" -0.604377359166667
"WALKING_UPSTAIRS" 15 "fbodyaccmagmean" -0.4987293251875
"WALKING_UPSTAIRS" 15 "fbodyaccmagstd" -0.619669646958333
"WALKING_UPSTAIRS" 15 "fbodyaccmeanx" -0.5549575195625
"WALKING_UPSTAIRS" 15 "fbodyaccmeany" -0.372969496291667
"WALKING_UPSTAIRS" 15 "fbodyaccmeanz" -0.46135050988125
"WALKING_UPSTAIRS" 15 "fbodyaccstdx" -0.504651639958333
"WALKING_UPSTAIRS" 15 "fbodyaccstdy" -0.383840510791667
"WALKING_UPSTAIRS" 15 "fbodyaccstdz" -0.463792539583333
"WALKING_UPSTAIRS" 15 "fbodybodyaccjerkmagmean" -0.5208395408125
"WALKING_UPSTAIRS" 15 "fbodybodyaccjerkmagstd" -0.498330793604167
"WALKING_UPSTAIRS" 15 "fbodybodygyrojerkmagmean" -0.656532901875
"WALKING_UPSTAIRS" 15 "fbodybodygyrojerkmagstd" -0.67285263625
"WALKING_UPSTAIRS" 15 "fbodybodygyromagmean" -0.628284324166667
"WALKING_UPSTAIRS" 15 "fbodybodygyromagstd" -0.718066659166667
"WALKING_UPSTAIRS" 15 "fbodygyromeanx" -0.565410112583333
"WALKING_UPSTAIRS" 15 "fbodygyromeany" -0.598618718958333
"WALKING_UPSTAIRS" 15 "fbodygyromeanz" -0.52677654125
"WALKING_UPSTAIRS" 15 "fbodygyrostdx" -0.699383699166667
"WALKING_UPSTAIRS" 15 "fbodygyrostdy" -0.623552595
"WALKING_UPSTAIRS" 15 "fbodygyrostdz" -0.597525241458333
"WALKING_UPSTAIRS" 15 "tbodyaccjerkmagmean" -0.515139513479167
"WALKING_UPSTAIRS" 15 "tbodyaccjerkmagstd" -0.5086139440625
"WALKING_UPSTAIRS" 15 "tbodyaccjerkmeanx" 0.0380724037625
"WALKING_UPSTAIRS" 15 "tbodyaccjerkmeany" 0.01861946905625
"WALKING_UPSTAIRS" 15 "tbodyaccjerkmeanz" 0.00392280901604167
"WALKING_UPSTAIRS" 15 "tbodyaccjerkstdx" -0.577286635416667
"WALKING_UPSTAIRS" 15 "tbodyaccjerkstdy" -0.4419182648125
"WALKING_UPSTAIRS" 15 "tbodyaccjerkstdz" -0.581884665166667
"WALKING_UPSTAIRS" 15 "tbodyaccmagmean" -0.416384898625
"WALKING_UPSTAIRS" 15 "tbodyaccmagstd" -0.527896979714583
"WALKING_UPSTAIRS" 15 "tbodyaccmeanx" 0.280493568958333
"WALKING_UPSTAIRS" 15 "tbodyaccmeany" -0.0205229615395833
"WALKING_UPSTAIRS" 15 "tbodyaccmeanz" -0.113400353333333
"WALKING_UPSTAIRS" 15 "tbodyaccstdx" -0.517492653745833
"WALKING_UPSTAIRS" 15 "tbodyaccstdy" -0.352997198885417
"WALKING_UPSTAIRS" 15 "tbodyaccstdz" -0.433805586583333
"WALKING_UPSTAIRS" 15 "tbodygyrojerkmagmean" -0.620576065416667
"WALKING_UPSTAIRS" 15 "tbodygyrojerkmagstd" -0.652986997083333
"WALKING_UPSTAIRS" 15 "tbodygyrojerkmeanx" -0.0968148656625
"WALKING_UPSTAIRS" 15 "tbodygyrojerkmeany" -0.0477765941458333
"WALKING_UPSTAIRS" 15 "tbodygyrojerkmeanz" -0.05991278513125
"WALKING_UPSTAIRS" 15 "tbodygyrojerkstdx" -0.579995686458333
"WALKING_UPSTAIRS" 15 "tbodygyrojerkstdy" -0.635571586666667
"WALKING_UPSTAIRS" 15 "tbodygyrojerkstdz" -0.642879211875
"WALKING_UPSTAIRS" 15 "tbodygyromagmean" -0.538713389583333
"WALKING_UPSTAIRS" 15 "tbodygyromagstd" -0.641723959166667
"WALKING_UPSTAIRS" 15 "tbodygyromeanx" -0.0528671577520833
"WALKING_UPSTAIRS" 15 "tbodygyromeany" -0.06512827064375
"WALKING_UPSTAIRS" 15 "tbodygyromeanz" 0.0911704669166667
"WALKING_UPSTAIRS" 15 "tbodygyrostdx" -0.666611032083333
"WALKING_UPSTAIRS" 15 "tbodygyrostdy" -0.611887103541667
"WALKING_UPSTAIRS" 15 "tbodygyrostdz" -0.548055895416667
"WALKING_UPSTAIRS" 15 "tgravityaccmagmean" -0.416384898625
"WALKING_UPSTAIRS" 15 "tgravityaccmagstd" -0.527896979714583
"WALKING_UPSTAIRS" 15 "tgravityaccmeanx" 0.653514015416667
"WALKING_UPSTAIRS" 15 "tgravityaccmeany" 0.104933526979167
"WALKING_UPSTAIRS" 15 "tgravityaccmeanz" 0.0606598039583333
"WALKING_UPSTAIRS" 15 "tgravityaccstdx" -0.977609343333333
"WALKING_UPSTAIRS" 15 "tgravityaccstdy" -0.969871644791667
"WALKING_UPSTAIRS" 15 "tgravityaccstdz" -0.965592449583333
"LAYING" 16 "fbodyaccjerkmeanx" -0.924339789428571
"LAYING" 16 "fbodyaccjerkmeany" -0.925758906857143
"LAYING" 16 "fbodyaccjerkmeanz" -0.923728313428571
"LAYING" 16 "fbodyaccjerkstdx" -0.929009824285714
"LAYING" 16 "fbodyaccjerkstdy" -0.928310990285714
"LAYING" 16 "fbodyaccjerkstdz" -0.939107993
"LAYING" 16 "fbodyaccmagmean" -0.894474340428571
"LAYING" 16 "fbodyaccmagstd" -0.904186982142857
"LAYING" 16 "fbodyaccmeanx" -0.911681011
"LAYING" 16 "fbodyaccmeany" -0.878957596414286
"LAYING" 16 "fbodyaccmeanz" -0.898252553571429
"LAYING" 16 "fbodyaccstdx" -0.907759878857143
"LAYING" 16 "fbodyaccstdy" -0.859078541362857
"LAYING" 16 "fbodyaccstdz" -0.891308844
"LAYING" 16 "fbodybodyaccjerkmagmean" -0.913981417571429
"LAYING" 16 "fbodybodyaccjerkmagstd" -0.917355004857143
"LAYING" 16 "fbodybodygyrojerkmagmean" -0.946237683428571
"LAYING" 16 "fbodybodygyrojerkmagstd" -0.949657684571429
"LAYING" 16 "fbodybodygyromagmean" -0.926893115285714
"LAYING" 16 "fbodybodygyromagstd" -0.921138696285714
"LAYING" 16 "fbodygyromeanx" -0.921863261857143
"LAYING" 16 "fbodygyromeany" -0.930320932285714
"LAYING" 16 "fbodygyromeanz" -0.899878441428571
"LAYING" 16 "fbodygyrostdx" -0.934626742714286
"LAYING" 16 "fbodygyrostdy" -0.934372904
"LAYING" 16 "fbodygyrostdz" -0.892516847142857
"LAYING" 16 "tbodyaccjerkmagmean" -0.924774398142857
"LAYING" 16 "tbodyaccjerkmagstd" -0.915695071
"LAYING" 16 "tbodyaccjerkmeanx" 0.0841510058428571
"LAYING" 16 "tbodyaccjerkmeany" 0.00254306672142857
"LAYING" 16 "tbodyaccjerkmeanz" -0.0013534982768
"LAYING" 16 "tbodyaccjerkstdx" -0.923101836428571
"LAYING" 16 "tbodyaccjerkstdy" -0.924409563142857
"LAYING" 16 "tbodyaccjerkstdz" -0.932045061857143
"LAYING" 16 "tbodyaccmagmean" -0.886239416857143
"LAYING" 16 "tbodyaccmagstd" -0.889951484285714
"LAYING" 16 "tbodyaccmeanx" 0.278708213142857
"LAYING" 16 "tbodyaccmeany" -0.0168256667975714
"LAYING" 16 "tbodyaccmeanz" -0.1093139489
"LAYING" 16 "tbodyaccstdx" -0.908761849857143
"LAYING" 16 "tbodyaccstdy" -0.860069141271429
"LAYING" 16 "tbodyaccstdz" -0.888241824714286
"LAYING" 16 "tbodygyrojerkmagmean" -0.951965352714286
"LAYING" 16 "tbodygyrojerkmagstd" -0.946177778428571
"LAYING" 16 "tbodygyrojerkmeanx" -0.107278476914286
"LAYING" 16 "tbodygyrojerkmeany" -0.0414297709357143
"LAYING" 16 "tbodygyrojerkmeanz" -0.0523632435985714
"LAYING" 16 "tbodygyrojerkstdx" -0.948153643857143
"LAYING" 16 "tbodygyrojerkstdy" -0.948308251285714
"LAYING" 16 "tbodygyrojerkstdz" -0.950636758428571
"LAYING" 16 "tbodygyromagmean" -0.886779604857143
"LAYING" 16 "tbodygyromagstd" -0.914428224714286
"LAYING" 16 "tbodygyromeanx" -0.0140780138085714
"LAYING" 16 "tbodygyromeany" -0.0769037474428571
"LAYING" 16 "tbodygyromeanz" 0.0912715407142857
"LAYING" 16 "tbodygyrostdx" -0.931330271142857
"LAYING" 16 "tbodygyrostdy" -0.932440208428571
"LAYING" 16 "tbodygyrostdz" -0.886192444142857
"LAYING" 16 "tgravityaccmagmean" -0.886239416857143
"LAYING" 16 "tgravityaccmagstd" -0.889951484285714
"LAYING" 16 "tgravityaccmeanx" 0.827687740471429
"LAYING" 16 "tgravityaccmeany" -0.0830306505714286
"LAYING" 16 "tgravityaccmeanz" 0.07570325764
"LAYING" 16 "tgravityaccstdx" -0.988312895714286
"LAYING" 16 "tgravityaccstdy" -0.972845900857143
"LAYING" 16 "tgravityaccstdz" -0.975962927428571
"SITTING" 16 "fbodyaccjerkmeanx" -0.515580491681159
"SITTING" 16 "fbodyaccjerkmeany" -0.483098918202899
"SITTING" 16 "fbodyaccjerkmeanz" -0.581251096376812
"SITTING" 16 "fbodyaccjerkstdx" -0.511892654492754
"SITTING" 16 "fbodyaccjerkstdy" -0.460765870434783
"SITTING" 16 "fbodyaccjerkstdz" -0.645574561449275
"SITTING" 16 "fbodyaccmagmean" -0.346645932489855
"SITTING" 16 "fbodyaccmagstd" -0.431283986304348
"SITTING" 16 "fbodyaccmeanx" -0.428601239942029
"SITTING" 16 "fbodyaccmeany" -0.282816077891884
"SITTING" 16 "fbodyaccmeanz" -0.410156918971014
"SITTING" 16 "fbodyaccstdx" -0.352278552233333
"SITTING" 16 "fbodyaccstdy" -0.183499124301449
"SITTING" 16 "fbodyaccstdz" -0.231448609785507
"SITTING" 16 "fbodybodyaccjerkmagmean" -0.455148656521739
"SITTING" 16 "fbodybodyaccjerkmagstd" -0.495344278060145
"SITTING" 16 "fbodybodygyrojerkmagmean" -0.647579062028986
"SITTING" 16 "fbodybodygyrojerkmagstd" -0.666570416086957
"SITTING" 16 "fbodybodygyromagmean" -0.478361553043478
"SITTING" 16 "fbodybodygyromagstd" -0.448255993014493
"SITTING" 16 "fbodygyromeanx" -0.511221614217391
"SITTING" 16 "fbodygyromeany" -0.462120572086957
"SITTING" 16 "fbodygyromeanz" -0.467952615833333
"SITTING" 16 "fbodygyrostdx" -0.607589400869565
"SITTING" 16 "fbodygyrostdy" -0.332805695434783
"SITTING" 16 "fbodygyrostdz" -0.526612137391304
"SITTING" 16 "tbodyaccjerkmagmean" -0.489460135942029
"SITTING" 16 "tbodyaccjerkmagstd" -0.470015982173913
"SITTING" 16 "tbodyaccjerkmeanx" 0.0840726747768116
"SITTING" 16 "tbodyaccjerkmeany" 0.000716976424637681
"SITTING" 16 "tbodyaccjerkmeanz" -0.0403828705685507
"SITTING" 16 "tbodyaccjerkstdx" -0.491399908536232
"SITTING" 16 "tbodyaccjerkstdy" -0.45480785504058
"SITTING" 16 "tbodyaccjerkstdz" -0.61419266
"SITTING" 16 "tbodyaccmagmean" -0.249996976985507
"SITTING" 16 "tbodyaccmagstd" -0.333800242507246
"SITTING" 16 "tbodyaccmeanx" 0.269038317971015
"SITTING" 16 "tbodyaccmeany" -0.0212723951537681
"SITTING" 16 "tbodyaccmeanz" -0.10819006515942
"SITTING" 16 "tbodyaccstdx" -0.371822600376812
"SITTING" 16 "tbodyaccstdy" -0.179803038069565
"SITTING" 16 "tbodyaccstdz" -0.245587800437681
"SITTING" 16 "tbodygyrojerkmagmean" -0.638040020434783
"SITTING" 16 "tbodygyrojerkmagstd" -0.644265406231884
"SITTING" 16 "tbodygyrojerkmeanx" -0.105546125202899
"SITTING" 16 "tbodygyrojerkmeany" -0.0304699375289855
"SITTING" 16 "tbodygyrojerkmeanz" -0.0485797449362319
"SITTING" 16 "tbodygyrojerkstdx" -0.639380125652174
"SITTING" 16 "tbodygyrojerkstdy" -0.632766077246377
"SITTING" 16 "tbodygyrojerkstdz" -0.633240298550725
"SITTING" 16 "tbodygyromagmean" -0.307445572005797
"SITTING" 16 "tbodygyromagstd" -0.395948440011594
"SITTING" 16 "tbodygyromeanx" 0.044923581874058
"SITTING" 16 "tbodygyromeany" -0.128368014957971
"SITTING" 16 "tbodygyromeanz" 0.0650555030550725
"SITTING" 16 "tbodygyrostdx" -0.582355485173913
"SITTING" 16 "tbodygyrostdy" -0.36998840086087
"SITTING" 16 "tbodygyrostdz" -0.474250599130435
"SITTING" 16 "tgravityaccmagmean" -0.249996976985507
"SITTING" 16 "tgravityaccmagstd" -0.333800242507246
"SITTING" 16 "tgravityaccmeanx" 0.915351617826087
"SITTING" 16 "tgravityaccmeany" -0.283569996666667
"SITTING" 16 "tgravityaccmeanz" -0.105072119315942
"SITTING" 16 "tgravityaccstdx" -0.964028133768116
"SITTING" 16 "tgravityaccstdy" -0.943479012028986
"SITTING" 16 "tgravityaccstdz" -0.923546039710145
"STANDING" 16 "fbodyaccjerkmeanx" -0.273296255974359
"STANDING" 16 "fbodyaccjerkmeany" -0.173635880630013
"STANDING" 16 "fbodyaccjerkmeanz" -0.386736303333333
"STANDING" 16 "fbodyaccjerkstdx" -0.277201914937179
"STANDING" 16 "fbodyaccjerkstdy" -0.112497266424359
"STANDING" 16 "fbodyaccjerkstdz" -0.467228838948718
"STANDING" 16 "fbodyaccmagmean" -0.131687650909231
"STANDING" 16 "fbodyaccmagstd" -0.349338316192308
"STANDING" 16 "fbodyaccmeanx" -0.22489104429359
